title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type,word_count,char_count,title_length,price_length,rating_length,total_reviews_length,product_description_length,reviews_length,reviews_rating_length,Shoe Type_length,text_length,reviews_stemmed,title_stemmed,reviews_lemmatized,title_lemmatized,reviews_sentiment,sentiment_category,sentiment_encoded
red tape kids rso running shoes,,3.6,,Give your casual style a boost with a bit of sporty essence Red Tape brings you these exclusively designed walking sports shoes. Featuring the combo of blue color and suave PU mesh material these shoes have cushioned footbed to ensure the flawless comfort as well as full air EVA soles to make sure the utmost durability. Along with making it more sporty and appealing the evergreen lace up closure assures the utmost wearing comfort. Complete the look with your casual outfits.Product color may slightly vary due to photographic lighting sources or your monitor settings.,workout exercise heavy hard sole flexiblity broad foots highly uncomfortable good shoes price expectation hard shoes nyc large side nice shoes hard bottom sole awesome brand,1.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men,94,572,35,8,18,10,572,282,207,3,282,workout exercis heavi hard sole flexibl broad foot highli uncomfort good shoe price expect hard shoe nyc larg side nice shoe hard bottom sole awesom brand,red tape kid rso run shoe,workout exercise heavy hard sole flexiblity broad foot highly uncomfortable good shoe price expectation hard shoe nyc large side nice shoe hard bottom sole awesome brand,red tape kid rso running shoe,0.08348214285714284,Positive,1
adidas mens drogo running shoes,,4.1,,The product will be an excellent pick for you. It ensures an easy maintenance.,must buy hit stars adidas sports shoes fake duplicate product soaks water road make feet complete wet good productlight weight confused great quality money arch support gym running dont buy disappointing shoes days mentioned,4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars,Men,14,78,34,8,18,12,78,324,207,3,324,must buy hit star adida sport shoe fake duplic product soak water road make feet complet wet good productlight weight confus great qualiti money arch support gym run dont buy disappoint shoe day mention,adida men drogo run shoe,must buy hit star adidas sport shoe fake duplicate product soak water road make foot complete wet good productlight weight confused great quality money arch support gym running dont buy disappointing shoe day mentioned,adidas men drogo running shoe,0.0,Neutral,0
adidas mens clear factor running shoe,,3.9,,Light weight mesh & synthetic with recycled fibers with unique performance properties such as soft mesh with superior moisture and high durability. Unique design of counters & deco stitch on the vamp which makes the shoe stand out. Upper: Mesh upper for lightweight and breathability Midsole: lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces,duplicate products light weight worth go worst quality duplicate productreturned already worst shoe label adidas beware nice product good sole wore within weeks doesnt seem like original quality looks like copy product,1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 2.0 out of 5 stars,Men,58,388,40,8,18,11,388,278,207,3,278,duplic product light weight worth go worst qualiti duplic productreturn alreadi worst shoe label adida bewar nice product good sole wore within week doesnt seem like origin qualiti look like copi product,adida men clear factor run shoe,duplicate product light weight worth go worst quality duplicate productreturned already worst shoe label adidas beware nice product good sole wore within week doesnt seem like original quality look like copy product,adidas men clear factor running shoe,0.046874999999999986,Positive,1
adidas mens adivat running shoe,,4.1,,Dual tone light weight mesh & synthetic with recycled fibers with unique performance properties such as soft mesh with superior moisture and high durability. Unique design of counters & deco stitch on the vamp which makes the shoe stand out. Upper: Mesh upper for lightweight and breathability Midsole: lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces,dont buy fake shoes worst grip please read review decide wet surface good go fits expected nice quality fake product comfortable shoes looks good price really satisfying purchase terrific part good part bad,1.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars,Men,60,398,34,8,18,11,398,280,207,3,280,dont buy fake shoe worst grip pleas read review decid wet surfac good go fit expect nice qualiti fake product comfort shoe look good price realli satisfi purchas terrif part good part bad,adida men adivat run shoe,dont buy fake shoe worst grip please read review decide wet surface good go fit expected nice quality fake product comfortable shoe look good price really satisfying purchase terrific part good part bad,adidas men adivat running shoe,0.07857142857142858,Positive,1
reebok mens essential tr lp running shoes,,3.8,,Reebok footwear are designed to set the pace for every day action.,comfortable shoes decent shoes cheap quality product rebook branding missing shoes confused comfort comfortable soft one comfortable good,4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,12,66,42,8,18,11,66,206,207,3,206,comfort shoe decent shoe cheap qualiti product rebook brand miss shoe confus comfort comfort soft one comfort good,reebok men essenti tr lp run shoe,comfortable shoe decent shoe cheap quality product rebook branding missing shoe confused comfort comfortable soft one comfortable good,reebok men essential tr lp running shoe,0.2185185185185185,Positive,1
adidas mens glenn sneakers,,4.1,,The Adidas footwear provides ultimate comfort and breathability.,runing items fake product dont buy awesome shoe awesome original adidas first copy perfect light weight product good good great product,3.0 out of 5 stars|| 1.0 out of 5 stars|| 3.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men,8,64,29,8,18,11,64,172,207,3,172,rune item fake product dont buy awesom shoe awesom origin adida first copi perfect light weight product good good great product,adida men glenn sneaker,runing item fake product dont buy awesome shoe awesome original adidas first copy perfect light weight product good good great product,adidas men glenn sneaker,0.5725,Positive,1
red tape mens rso walking shoe,,3.6,,You can be a minimalist and stylish at the same time. These black sport shoes made for men by Red Tape ensure you stay at the top of your fashion game Supported by a lug EVA+Air sole adds comfort to your journey these shoes are abrasion resistant and offer better cushioning to you feet The mesh and PU upper material displays printed branding over the elasticated trim around its side panel.,surprisingly good air cushioned shoes shoes heavy spectacular price worst shoes ever worst saler inner sole nice good heavy weight shoe good job bad verry hard sole like stone,3.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars,Men,71,392,35,8,18,10,392,228,207,3,228,surprisingli good air cushion shoe shoe heavi spectacular price worst shoe ever worst saler inner sole nice good heavi weight shoe good job bad verri hard sole like stone,red tape men rso walk shoe,surprisingly good air cushioned shoe shoe heavy spectacular price worst shoe ever worst saler inner sole nice good heavy weight shoe good job bad verry hard sole like stone,red tape men rso walking shoe,-0.00654761904761906,Negative,-1
reebok mens ridge runner running shoe,,3.9,,The footwear allows your foot to flex as it was intended • It provides customized cushioningfor adaptable comfort • Breathable and light weightsupport • Textile forefoot and soft rear foot for ultimate breathability and comfort•,worth vood shoes copy original good looking fit comfortable,5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men,35,228,38,8,18,10,228,94,81,3,94,worth vood shoe copi origin good look fit comfort,reebok men ridg runner run shoe,worth vood shoe copy original good looking fit comfortable,reebok men ridge runner running shoe,0.43499999999999994,Positive,1
bacca bucci zeus men fashion sneakersrunning shoes chunky rubber outsole running walking training gyming streets parties fun,,4.5,,Bacca Bucci Zeus Men Fashion Sneakers/Running Shoes with Chunky Rubber Outsole for Running Walking Training Gyming Streets Parties & Fun,shoes parfect size comfortable price good nice product super duper shoes thank amazone good product,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men,20,136,136,8,18,10,136,141,81,3,141,shoe parfect size comfort price good nice product super duper shoe thank amazon good product,bacca bucci zeu men fashion sneakersrun shoe chunki rubber outsol run walk train gyme street parti fun,shoe parfect size comfortable price good nice product super duper shoe thank amazone good product,bacca bucci zeus men fashion sneakersrunning shoe chunky rubber outsole running walking training gyming street party fun,0.5466666666666666,Positive,1
red tape mens walking shoes,,3.9,,Red Tape flow+ slip-on with ‘memory foam’ insole for added comfort Premium quality upper provides breathability. Easy to slip in slip-on shoes with pull tap on back heel for easy wearing. Memory foam lightweight insole provides more cushioning and comfort. Stretchable fabric for sock like comfort in collar helps in natural freedom of movement. Advanced flow+ technology helps provide multidirectional traction and grip.,good poor quality,5.0 out of 5 stars|| 1.0 out of 5 stars,Men,63,421,28,8,18,9,421,19,39,3,19,good poor qualiti,red tape men walk shoe,good poor quality,red tape men walking shoe,0.14999999999999997,Positive,1
adidas mens hyperonm running shoe,,3.9,,Adidas Men's HYPERON M LEGEAR/VISGRE/CBLACK/ACTG Running Shoes - 10 UK/india (44 EU)(CL7341_10),great product verified original misleading sizes adidas worst packaging value money product seems good early delivery bad packaging fake product bad quality shoes quality excellent product rahul,5.0 out of 5 stars|| 4.0 out of 5 stars|| 2.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars,Men,12,95,39,8,18,11,95,235,207,3,235,great product verifi origin mislead size adida worst packag valu money product seem good earli deliveri bad packag fake product bad qualiti shoe qualiti excel product rahul,adida men hyperonm run shoe,great product verified original misleading size adidas worst packaging value money product seems good early delivery bad packaging fake product bad quality shoe quality excellent product rahul,adidas men hyperonm running shoe,0.008333333333333366,Positive,1
